sample_idx,n_converged,n_total,convergence_rate,best_converged_step,best_combo_tag
242,26,32,0.8125,94,n1.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
262,26,32,0.8125,24,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
275,26,32,0.8125,27,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
4,27,32,0.84375,16,n1.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
24,27,32,0.84375,34,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
38,27,32,0.84375,12,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
87,27,32,0.84375,19,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
119,27,32,0.84375,113,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
139,27,32,0.84375,138,n1.0_rfo_re0.01_ar1_pls_pgtrue_phfalse
172,27,32,0.84375,603,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
196,27,32,0.84375,14,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
197,27,32,0.84375,244,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
253,27,32,0.84375,12,n0.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
264,27,32,0.84375,12,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
283,27,32,0.84375,20,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
13,28,32,0.875,6,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
26,28,32,0.875,358,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
51,28,32,0.875,902,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
232,28,32,0.875,32,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
18,29,32,0.90625,17,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
32,29,32,0.90625,19,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
75,29,32,0.90625,31,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
187,29,32,0.90625,15,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
214,29,32,0.90625,17,n1.0_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
229,29,32,0.90625,15,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
1,30,32,0.9375,19,n0.5_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
11,30,32,0.9375,5,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
81,30,32,0.9375,34,n1.0_mad1.3_se1e-3_sctr_str_20k_re0.01_ar1_pls_pgtrue_phfalse
93,30,32,0.9375,350,n1.5_rfo_str_20k_re0.01_ar1_pls_pgtrue_phfalse
186,30,32,0.9375,7,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
12,31,32,0.96875,5,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
14,32,32,1.0,3,n0.5_rfo_re0.01_ar1_pls_pgtrue_phfalse
15,32,32,1.0,6,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
189,32,32,1.0,7,n0.5_mad1.3_se1e-3_sctr_re0.01_ar1_pls_pgtrue_phfalse
